Time,City,Latitude,Longitude,Temperature_Celsius,Condition,Condition_Description,Icon_Code,Temp_Min_Celsius,Temp_Max_Celsius,Humidity,Feels_Like_Celsius,Pressure,Visibility,Wind_Deg,Gust_Speed,Wind_Speed,Rainfall_mm,Snowfall_mm,Clouds,Sunrise_Readable,Sunset_Readable,Timezone,Coord_Lon,Coord_Lat,Wind_Direction_Text,Weather_Description_With_Wind
2024-01-22 17:12:53 WIB,Pasir Gunung Selatan,-6.3594,106.8461,32.36,Clouds,overcast clouds,04d,29.90,33.12,80,39.36,1008,10000,255,7.1,4.82,0,,97,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 17:11:02 WIB,Pasir Gunung Selatan,-6.3594,106.8461,32.36,Clouds,overcast clouds,04d,29.90,33.12,80,39.36,1008,10000,255,7.1,4.82,0,,97,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 16:10:55 WIB,Pasir Gunung Selatan,-6.3594,106.8461,32.97,Clouds,scattered clouds,03d,31.01,34.39,72,39.97,1008,8000,240,,7.72,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 15:13:45 WIB,Pasir Gunung Selatan,-6.3594,106.8461,33.44,Clouds,scattered clouds,03d,32.57,34.95,73,40.44,1008,8000,270,,7.72,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West,Wind Direction: West
2024-01-22 14:09:54 WIB,Pasir Gunung Selatan,-6.3594,106.8461,33.01,Rain,light rain,10d,32.01,34.39,72,40.01,1009,8000,270,,7.72,3.55,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West,Wind Direction: West
2024-01-22 13:14:08 WIB,Pasir Gunung Selatan,-6.3594,106.8461,32.94,Clouds,scattered clouds,03d,31.28,34.23,73,39.94,1009,8000,250,,9.26,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 12:10:30 WIB,Pasir Gunung Selatan,-6.3594,106.8461,32.36,Clouds,scattered clouds,03d,31.01,34.40,76,39.36,1011,6000,270,,7.72,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West,Wind Direction: West
2024-01-22 11:12:39 WIB,Pasir Gunung Selatan,-6.3594,106.8461,31.59,Clouds,scattered clouds,03d,31.28,31.71,79,38.59,1011,6000,250,,7.72,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 10:11:10 WIB,Pasir Gunung Selatan,-6.3594,106.8461,30.45,Clouds,scattered clouds,03d,29.71,32.01,85,37.45,1012,6000,240,,7.72,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 09:32:12 WIB,Pasir Gunung Selatan,-6.3594,106.8461,29.97,Clouds,scattered clouds,03d,28.50,31.46,87,36.97,1012,6000,240,,8.23,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 08:57:43 WIB,Pasir Gunung Selatan,-6.3594,106.8461,29.85,Clouds,scattered clouds,03d,27.39,30.90,87,36.85,1012,6000,240,,6.17,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West-Southwest,Wind Direction: West-Southwest
2024-01-22 08:33:17 WIB,Pasir Gunung Selatan,-6.3594,106.8461,28.17,Clouds,scattered clouds,03d,27.39,29.39,78,32.20,1011,6000,270,,4.12,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West,Wind Direction: West
2024-01-22 08:21:24 WIB,Pasir Gunung Selatan,-6.3594,106.8461,28.07,Clouds,scattered clouds,03d,27.39,29.39,78,31.96,1011,6000,270,,4.12,0,,40,2024-01-22 05:50:58,2024-01-22 18:16:32,25200,106.8461,-6.3594,West,Wind Direction: West
